KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
bkiWeaponHandheldIgnoringAtmo,This weapon ignores atmospheric density. The effective range is identical everywhere.,Diese Waffe ignoriert atmosphärische Dichte. Die effektive Reichweite ist überall identisch.,La densité atmosphérique n'a aucun effet sur cette arme. La portée effective est la même partout.,Quest'arma ignora la densità atmosferica. La portata effettiva è identica ovunque.,Esta arma ignora la densidad atmosférica. El alcance efectivo es idéntico en todas partes.,,Esta arma ignora a densidade da atmosfera. O alcance efetivo é igual em qualquer ambiente.,Zasięg tej broni jest niezależny od gęstości atmosfery i ma zawsze stałą wartość.,Это оружие игнорирует плотность атмосферы. Эффективная дальность везде одинаковая.,この武器は大気の密度に影響されません.  有効範囲は全ての場所で同じです. ,此武器射程忽略大气密度，任何环境下射程恒定。,此武器射程忽略大氣密度，任何環境下射程恆定。,,,Το όπλο αυτό αγνοεί την ατμοσφαιρική πυκνότητα. Η πραγματική εμβέλεια είναι πανομοιότυπη παντού.,Dit wapon negeert atmosferische dichtheid. Het effectieve bereik is overal identiek.,Vũ khí này bỏ qua mật độ khí quyển. Phạm vi hiệu quả là giống nhau ở mọi nơi.
5.8mmBullet,Projectile Rifle Round,Gewehrpatrone,Balle fusil,Proiettile Fucile,Bala de fusil de asalto,,Munição de Rifle,,Патроны для винтовки,アサルトライフル用弾薬,步枪弹药,步槍彈藥,,,Στρογγυλό Βλήμα Τουφεκιού,Projectiel geweer kogel,Đạn súng trường
50Caliber,Pistol Round,Pistolenpatrone,Balle pistolet,Proiettile Pistola,Bala de pistola,,Munição de Pistola,Pocisk do pistoletu,Патроны для пистолета,ハンドガン用弾薬,手枪弹药,手槍彈藥,,,Σφαίρα Πιστολιού,Pistool kogel,Pistol Round
8.3mmBullet,Minigun Round,Minigunpatrone,Balle mitrailleuse,Proiettile Minigun,Bala de ametralladora,,Munição de Metralhadora,Pocisk do miniguna,Патроны для пулемета,ミニガン用弾薬,机枪弹药,機槍彈藥,,,Σφαίρα Πολυβόλου,Minigun kogel,Đạn minigun
ShotgunShells,Shotgun Shell,Schrotflintenladung,Cartouche fusil à pompe,Pallettone,Cartucho de escopeta,,Munição de Escopeta,Łuska do strzelby,Патроны для дробовика,ショットガン用弾薬,霰弹枪弹药,霰彈槍彈藥,,,Σφαίρες Shotgun,Jachtgeweer kogel,Đạn shotgun
12.7mmBullet,Sniper Rifle Round,Scharfschützengewehrpatrone,Balle fusil sniper,Proiettile Fucile di Precisione,Bala de rifle de francotirador,,Munição de Rifle de Precisão,Pocisk do karabinu snajperskiego,Патроны для снайперки,スナイパーライフル用弾薬,狙击枪弹药,狙擊槍彈藥,,,Σφαίρες Τουφεκιού Sniper,Sluitschutterskogel,Đạn súng bắn tỉa
SlowRocket,Rocket Launcher Missile,Raketenwerfer-Geschoss,Roquette,Missile Lanciarazzi,Misil de lanzamisiles,,Míssil de Lança Foguetes,Rakieta do ręcznej wyrzutni,Ракета для ракетницы,ロケットランチャー弾薬,火箭弹,火箭彈,,,Ρουκέτα Εκτοξευτή Ρουκετών,Raket voor raketlanceerder,Tên lửa rocket
SlowRocketHoming,Rocket Launcher Homing Missile,Zielsuchendes Raketenwerfer-Geschoss,Roquette auto-guidée,Missile a Ricerca Lanciarazzi,Misil de lanzamisiles guiado,,Míssil Teleguiado de Lança Foguetes,Rakieta samonaprowadzająca do ręcznej wyrzutni,Ракета с ГСН для ракетницы,誘導ロケットランチャー弾薬,自导火箭弹,自導火箭彈,,,Αυτοκατευθυνούμενη Ρουκέτα Εκτοξευτή Ρουκετών,Doelzoekende raket voor raketlanceerder,Tên lửa rocket có dẫn hướng
SciFiCannonPlasmaCharge,Plasma Cannon Cell,Plasmakanonen-Zelle,Cellule canon à plasma,Cella Cannone al Plasma,Célula de cañón de plasma,,Célula de Canhão de Plasma,Ogniwo działka plazmowego,Ячейка плазменной пушки,プラズマキャノンセル,等离子加农炮电池,等離子加農炮電池,,,Σφαίρα Κανονιού Πλάσματος,Plasma kanon cel,Pin pháo Plasma
PulseLaserChargePistol,Laser Pistol Cell,Laserpistolen-Zelle,Cellule pistolet laser,Carica Pistola Laser,Célula de pistola láser,,Célula de Pistola Laser,Ogniwo pistoletu laserowego,Ячейка лазерного пистолета,レーザーピストルセル,激光手枪电池,鐳射手槍電池,,,Σφαίρα Πιστολιού Λέιζερ,Laser pistool cel,Pin súng lục laser
PulseLaserChargeRifle,Laser Rifle Cell,Lasergewehr-Zelle,Cellule laser,Carica Fucile Laser,Célula de rifle láser,,Célula de Rifle Laser,Ogniwo karabinu laserowego,Ячейка лазерной винтовки,レーザーライフルセル,激光步枪电池,鐳射步槍電池,,,Σφαίρα Τουφεκιού Λέιζερ,Laser geweer cel,Pin súng trường laser
MetalPieces,Metal Scraps,Metallschrott,ferraille,Scarti di Metallo,Chatarra metálica,,Pedaços de Metal,Złom,Металлические фрагменты,メタルスクラップ,金属废料,金屬廢料,,,Μεταλλικά Υπολείμματα,Metaalresten,Phế liệu kim loại
titleFurnaceSetup,Furnace Setup,Bedienung des Schmelzofens,Fonctionnalité fourneau,Impostazione Fornace,Configuración del horno,,Configurar Fornalha,Konfiguracja pieca hutniczego,Настройка печи,セットアップ,熔炉设定,熔爐設定,,,Εγκατάσταση Φούρνου,Smeltoven instellingen,Thiết lập lò
lblFurnaceSetupText,Sort / arrange your Input inventory to define the order of auto-production,"Ordne dein Eingangsmaterial, um die Reihenfolge der automatischen Produktion zu steuern",Trie / organise les minerais à traiter pour définir l'ordre d'auto-production,Ordina / Organizza il tuo inventario di ingresso per definire l'ordine dell'auto-produzione,Ordenar / organizar tu inventario de entrada para definir el orden de autoproducción,,Arrume/Organize o inventário de entrada para definir a ordem da produção automática,Sortuj / uporządkuj komponenty w celu określenia kolejności produkcji automatycznej,Сортировка / организация инвентаря входа для определения порядка автопроизводства,自動生産の順序を定義づけるためにインベントリを整理する,整理/安排你输入栏的物品并设定自动生产队列,整理/安排你輸入欄的物品並設定自動生產隊列,,,Ταξινόμηση / κανονισμός της εισόδου στο Inventory για να καθορίσεις την σειρά αυτόματης παραγωγής,Sorteer/rangschik de invoer om de volgorde van productie te bepalen.,Phân loại /sắp xếp kho vật phẩm đầu vào của bạn để xác định thứ tự sản xuất tự động
msgItemNotOkUseConstructor,"Item not accepted, you probably should use a Constructor","Gegenstand nicht akzeptiert, wahrscheinlich solltest du einen Konstruktur verwenden","Article non accepté, vous devriez probablement utiliser un constructeur","Elemento non accettato, probabilmente dovresti usare un Costruttore","Objeto no aceptado, probablemente deberías usar un Constructor",,"Item não aceito, provavelmente você tenha que usar o Construtor",Nieprawidłowy komponent! Prawdopodobnie należy go użyć w konstruktorze,"Объект не принят, попробуйте его использовать в Конструкторе","アイテムが収容できない場合は, コンストラクタを代わりに使うべきです",物品制造无效，请使用建造机制造,物品製造無效，請使用建造機製造,,,"Το αντικείμενο δεν είναι αποδεκτό, πιθανώς θα πρέπει να χρησιμοποιήσεις έναν κατασκευαστή","ondedeel niet geaccepteerd, je zult waarschijnlijk een constructeur moeten gebruiken.","Vật phẩm không được chấp nhận, bạn có thể nên sử dụng một máy chế tạo"
StairsCurvedLeft,Stairs Corner - left (texturable),Treppe Ecke - links (texturierbar),Escalier colimaçon G (texturable),Angolo Scale - Sinistro (Texturabile),Escaleras en esquina - izquierda (texturizable),,Canto de Escada - esquerdo (texturizável),Schody - lewy róg (teksturowane),Лестница угловая - левая (окрашиваемая),階段コーナーleft(texturable),左拐角楼梯 (可喷涂),左拐角樓梯 (可噴塗),,,Γωνιακές Σκάλες - Αριστερά (ανάγλυφες),"Trap, hoek - links (textuurbaar)",Góc cầu thang - bên trái (có thể kết cấu)
ttwRecursiveConstructor,Large Constructor,Konstruktor groß,Grand constructeur,Costruttore Grande,Constructor Grande,,Construtor Grande,Duży Konstruktor,Большой конструктор,ラージ コンストラクタ,大型建造机,大建造機,,,Μεγάλος Κατασκευαστής,Grote constructeur,Máy chế tạo lớn
ttwAdvancedConstructor,Advanced Constructor,Verbesserter Konstruktor,Constructeur avancé,Costruttore Avanzato,Constructor Avanzado,,Construtor Avançado,Zaawansowany Konstruktor,Продвинутый конструктор,アドバンスト コンストラクタ,高级建造机,高級建造機,,,Προηγμένος Κατασκευαστής,Geavanceerde constructeur,Máy chế tạo cao cấp
mapCobaltResource,Cobalt,Kobalt,Cobalt,Cobalto,Cobalto,,Cobalto,Kobalt,Кобальт,コバルト,钴,鈷,,,Κοβάλτιο,Kobalt,Coban
mapCopperResource,Copper,Kupfer,Cuivre,Rame,Cobre,,Cobre,Miedź,Медь,カッパー,铜,銅,,,Χαλκός,Koper,Đồng
mapErestrumResource,Erestrum,Erestrum,Érestrum,Erestrum,Erestrum,,Erestro,Erestrum,Эреструм,エレストラン,锷,鍔,,,Ερέστριο,Erestrum,Erestrum
mapGoldResource,Gold,Gold,Or,Oro,Oro,,Ouro,Złoto,Золото,ゴールド,金,金,,,Χρυσός,Goud,Vàng
mapIronResource,Iron,Eisen,Fer,Ferro,Hierro,,Ferro,Żelazo,Железо,アイアン,铁,鐵,,,Σίδηρος,IJzer,Sắt
mapMagnesiumResource,Magnesium,Magnesium,Magnésium,Magnesio,Magnesio,,Magnésio,Magnez,Магний,マグネシウム,镁,鎂,,,Μαγνήσιο,Magnesium,Magiê
mapNeodymiumResource,Neodymium,Neodymium,Néodymium,Neodimio,Neodimio,,Neodímio,Neodym,Неодим,ネオジウム,钕,釹,,,Νεοδύμιο,Neodynium,Neodymium
mapPentaxidResource,Pentaxid,Pentaxid,Pentaxid,Pentaxid,Pentaxid,,Pentaxid,Pentaxid,Пентиаксид,ペンタキシド,翘曲水晶,磞,,,Πενταξείδιο,Pentaxid,Pentaxid
mapPromethiumResource,Promethium,Promethium,Prométhium,Prometeo,Prometio,,Promécio,Promet,Прометий,プロメチウム,钷,鉕,,,Προμήθειο,Prometium,Promethium
mapSathiumResource,Sathium,Sathium,Sathium,Sathium,Sathium,,Sátio,Satium,Сатий,サシウム,钑,鎪,,,Σάθιο,Sathium,Sathium
mapSiliconResource,Silicon,Silizium,Silicium,Silicio,Silicio,,Silício,Krzem,Кремний,シリコン,硅,矽,,,Σιλικόνη,Silicium,Silicon
mapZascosiumResource,Zascosium,Zascosium,Zascosium,Zascosium,Zascosium,,Zascosio,Zaskosium,Заскозий,ザスコシウム,铡,釓,,,Ζασκόσιο,Zascosium,Zascosium
bmMoon,Moon,Mond,Lune,Luna,Luna,,Lua,Księżyc,Луна,月,月球,月球,,,Φεγγάρι,Maan,Mặt trăng
Cold,Cold Protection,Kälteschutz,tolérance froid,Protezione Freddo,Protección al Frío,,proteção contra Frio,Mróz,Холод,低温耐性,耐寒,寒冷保護,,,Προστασία κατά του Κρύου,Koudebescherming,Bảo vệ lạnh
bmOasis,Oasis,Oase,Oasis,Oasi,Oasis,,Oasis,Oaza,Оазис,オアシス,绿洲,綠洲,,,Όαση,Oase,Ốc đảo
BoostSlot,Slot {0},Steckplatz {0},Slot {0},Slot {0},Ranura {0},,Slot {0},Gniazdo {0},Ячейка {0},スロット {0},插槽{0},插槽{0},,,Θέση {0},Slot {0},Khe {0}
BoostSlotEmpty,Empty,Leer,Vide,Vuoto,Vacío,,Vazio,Pusty,Пусто,空,空,空,,,Κενό,Leeg,Trống
scfgAntiGriefPvE,Anti-Griefing Distance PvE,Anti-Störer Abstand PvE,Distance Anti-Griefing PvE,Distanza Anti-Griefing PvE,Distancia anti-griefing en JcE,,Distância Anti-Grief PvE,Odległość ochrony przed griefem PvE,Анти-гриф дистанция PvE,勢力間の建築隣接距離PvE,禁止恶意破坏范围 PvE,禁止惡意破壞範圍 PvE,,,Απόσταση Anti-Grifing PvE,Anti-plaag afstand PvE,Khoảng cách chống làm tổn thương PvE
scfgAntiGriefPvP,Anti-Griefing Distance PvP,Anti-Störer Abstand PvP,Distance Anti-Griefing PvP,Distanza Anti-Griefing PvP,Distancia anti-griefing en JcJ,,Distância Anti-Grief PvE,Odległość ochrony przed griefem PvP,Анти-гриф дистанция PvP,勢力間の建築隣接距離PvP,禁止恶意破坏范围 PvP,禁止惡意破壞範圍 PvP,,,Απόσταση Anti-Grifing PvP,Anti-plaag afstand PvP,Khoảng cách chống làm tổn thương PvP
Range,Max. Range (m),Max. Reichweite (m),Portée Max (m),Portata Max (m),Alcance max. (m),,Alcance Máx. (m),Maks. Zasięg (m),Макс. дальность (м),範囲(m),最大射程 (米),最大 範圍（米）,,,Μέγιστο Εύρος (m),Max. bereik (m),Tối đa Phạm vi (m)
RepairTimes,Repairs Left,Reparaturen übrig,réparations possibles,Riparazioni Rimaste,Reparaciones restantes,,Reparos Rest.,Pozostałe naprawy,Осталось ремонтов,残りの修理,剩余维修次数,修理數,,,Επιδιορθώσεις που απομένουν,Aantal reparaties over,Sửa chữa còn lại
Nanotubes,Nanotubes,Nanoröhren,Nanotubes,Nanotubi,Nanotubos,,Nanotubos,Nanorurki,Нанотрубки,ナノチューブ,纳米管,納米管,,,Νανοσωλήνες,Nanobuizen,Ống nano
CobaltAlloy,Cobalt Alloy,Kobalt Legierung,Alliage de Cobalt,Lega di Cobalto,Aleación de cobalto,,Liga de Cobalto,Stop Kobaltu,Кобальтовый сплав,コバルト合金,钴合金,鈷合金,,,Κράμα Κοβαλτίου,Kobalt legering,Hợp kim coban
OpticalFiber,Optical Fiber,Glasfaser,Fibre optique,Fibra Ottica,Fibra Óptica,,Fibra Ótica,Światłowód,Оптоволокно,光ファイバー,光纤,光纖,,,Οπτική Ίνα,Glasvezel,Cáp quang
MechanicalComponents,Mechanical Components,Mechanische Komponenten,Composants mécaniques,Componenti Meccanici,Componentes mecánicos,,Componentes Mecânicos,Elementy mechaniczne,Механические компоненты,マシンパーツ,机械零件,機械零件,,,Μηχανικά Εξαρτήματα,Mechanische componenten,Các thành phần cơ khí
ConcreteArmoredBlocks,Armored Concrete Blocks,Armierte Betonblöcke,Blocs béton armé,Blocchi di Cemento Armato,Bloques de hormigón armado,,Blocos de Concreto Reforçados,Bloki żelbetowe (grupa),Укрепленные бетонные блоки,強化コンクリート,装甲水泥方块组,裝甲水泥方塊組,,,Ενισχυμένο Τσιμεντένιο Μπλοκ,Gewapende betonnen blokken,Khối bê tông bọc thép
ErestrumGel,Erestrum Gel,Erestrum Gel,Gel d'Erestrum,Gel di Erestrum,Gel de Erestrum,,Gel de Erestro,Erestrum żel,Эреструмный гель,エレストランジェル,锷凝胶,鍔凝膠,,,Ζελέ Ερέστριου,Erestrum gel,Keo Erestrum
ZascosiumAlloy,Zascosium Alloy,Zascosium Legierung,Alliage de Zascosium,Lega di Zascosium,Aleación de Zascosium,,Liga de Zascosio,Stop Zaskosium,Заскозиумный сплав,ザスコシウム合金,铡合金,釓合金,,,Κράμα Ζασκόσιου,Zascosium legering,Hợp kim Zascosium
